"year","ingo_uia","ccode","polity2","xrcomp","xropen","xconst","parcomp","physint","disap","kill","polpris","tort","injud","amnesty","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","wbimfstruct","britcol","common","hr_law","cat_ratify","cpr_ratify","ythblgap","latent","cwar","iwar","ainr_lag","aibr_lag","avmdia_lag","hro_shaming_lag","physint_lag","amnesty_lag","disap_lag","kill_lag","polpris_lag","tort_lag","latent_lag"
1981,22,696,-8,1,2,3,1,8,2,2,2,2,1,NA,1100.36,24467.53,33517.09375,0,0,NA,-0.0343377739191055,0,1,2,1,0,0,0,1,0,0,0,0,23.7000007629395,1.95307257684124,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,103,696,-8,1,2,3,1,8,2,2,2,2,1,NA,1203.63,21727.62,23229.14453125,0,0,NA,0.203892007470131,0,1,2,1,0,0,0,1,0,0,0,0,22.8999996185303,1.98954611196366,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.95307257684124
1983,131,696,-8,1,2,3,1,8,2,2,2,2,1,NA,1315.98,19084.79,17548.609375,0,0,NA,0.106393605470657,0,1,2,1,0,0,0,1,0,0,0,0,22.2999992370605,2.00042988504859,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.98954611196366
1984,152,696,-8,1,2,3,1,8,2,2,2,2,1,1,1437.95,19051.74,14822.173828125,0,0,NA,0.407195240259171,0,1,2,1,0,0,0,1,0,0,0,0,21.7000007629395,1.98562918123676,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,2.00042988504859
1985,152,696,-8,1,2,3,1,8,2,2,2,2,1,1,1570.22,17586.34,14118.6376953125,0,0,NA,-0.544187545776367,0,1,2,1,0,0,0,1,0,0,0,0,21.2000007629395,1.86285734950539,0,0,NA,NA,NA,NA,8,1,2,2,2,2,1.98562918123676
1986,172,696,-8,1,2,3,1,8,2,2,2,2,2,1,1713.62,13376.69,7543.68505859375,0,0,NA,0.324685543775558,0,1,2,1,0,0,0,1,0,0,0,0,20.3999996185303,1.63203385534446,0,0,NA,NA,NA,NA,8,1,2,2,2,2,1.86285734950539
1987,183,696,-8,1,2,3,1,5,2,2,1,0,1,2,1778.37,13922.04,8635.1376953125,0,0,NA,0.128404885530472,0,1,2,1,0,0,0,1,0,0,0,0,19.7000007629395,1.24131920166127,0,0,0,1,0,NA,8,1,2,2,2,2,1.63203385534446
1988,215,696,-8,1,2,3,1,6,2,2,1,1,2,2,1839.34,13717.39,6028.30712890625,0,0,NA,0.520707070827484,0,1,2,1,0,0,0,1,0,0,0,0,18.8999996185303,1.00449372368515,0,0,0,0,0,NA,5,2,2,2,1,0,1.24131920166127
1989,239,696,-8,1,2,3,1,7,2,2,2,1,2,2,1896.77,15721.41,8486.3857421875,0,0,NA,0.0935487821698189,0,1,2,1,0,0,0,1,0,0,0,0,18.2999992370605,0.940846438119876,0,0,0,0,0,NA,6,2,2,2,1,1,1.00449372368515
1990,252,696,-8,1,2,3,1,6,2,2,1,1,1,2,1950.79,19360.57,11919.833984375,0,0,NA,-0.228435307741165,0,1,2,1,0,0,0,1,0,0,0,0,17.7000007629395,0.869719660815035,0,0,0,1,0,NA,7,2,2,2,2,1,0.940846438119876
1991,264,696,-8,1,2,3,1,6,2,2,1,1,2,2,2001.52,19305.7,10266.6279296875,0,0,NA,0.0503179654479027,0,1,2,1,0,0,0,1,0,0,0,0,18,0.8752761900943,0,0,0,1,0,NA,6,2,2,2,1,1,0.869719660815035
1992,277,696,-8,1,2,3,1,7,2,2,1,2,2,1,2048.86,19468.65,8235.2802734375,0,0,NA,0.239162936806679,0,1,2,1,0,0,0,1,0,0,0,0,18.3999996185303,1.13812009345875,0,0,0,1,0,NA,6,2,2,2,1,1,0.8752761900943
1993,300,696,-8,1,2,3,1,7,2,2,1,2,2,1,2093.39,17660.75,6193.12646484375,0,0,NA,0.721471965312958,0,1,2,1,0,0,0,1,0,0,0,0,18.7000007629395,1.44588541091865,0,0,0,1,0,0,7,1,2,2,1,2,1.13812009345875
1994,318,696,-8,1,2,3,1,8,2,2,2,2,2,1,2135.9,18594.77,5233.48876953125,0,0,NA,0.105319790542126,0,1,2,1,0,0,0,1,0,0,0,0,19,1.5935467501235,0,0,0,1,0,0,7,1,2,2,1,2,1.44588541091865
1995,339,696,-8,1,2,3,1,7,2,2,1,2,2,2,2176.37,20548.84,5097.85791015625,0,0,NA,0.60819548368454,0,1,2,1,0,0,0,1,0,0,0,0,19.2000007629395,1.43459337273813,0,0,0,0,0,0,8,1,2,2,2,2,1.5935467501235
1996,373,696,-8,1,2,3,1,7,2,2,1,2,2,2,2215.56,22124.2,6273.78955078125,0,0,NA,0.408474862575531,0,1,2,1,0,0,0,1,0,0,0,0,19.7000007629395,1.21631368412867,0,0,3,1,0,0,7,2,2,2,1,2,1.43459337273813
1997,390,696,-8,1,2,3,1,4,2,1,0,1,2,2,2254.27,23918.99,5249.15771484375,0,0,NA,0.294815987348557,0,1,2,1,0,0,0,1,0,0,0,0,20.1000003814697,0.984252754906813,0,0,0,0,0,0,7,2,2,2,1,2,1.21631368412867
1998,414,696,-8,1,2,3,1,6,2,2,1,1,1,2,2292.67,21821.9,2807.41186523438,0,0,NA,0.34048530459404,0,1,2,1,0,0,0,1,0,0,0,0,20.5,1.08462324209475,0,0,0,1,0,0,4,2,2,1,0,1,0.984252754906813
1999,423,696,-8,1,2,3,1,8,2,2,2,2,1,2,2330.92,24553.77,3725.83154296875,0,0,NA,-1.16683578491211,0,1,2,1,0,0,0,1,0,0,0,0,20.7999992370605,1.32915262134049,0,0,0,0,0,0,6,2,2,2,1,1,1.08462324209475
1981,11,698,-10,1,1,1,1,7,2,2,1,2,1,NA,1237.94,9800.05,6475.97216796875,0,0,102.775894165039,0.861484467983246,0,0,0,0,0,0,0,0,0,0,0,0,31.6000003814697,0.228108287241741,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,60,698,-10,1,1,1,1,7,2,2,1,2,1,NA,1301.05,10467.65,5444.283203125,0,0,101.697708129883,2.41051578521729,0,0,0,0,0,0,0,0,0,0,0,0,31.6000003814697,0.345851326630968,0,0,NA,NA,NA,NA,7,NA,2,2,1,2,0.228108287241741
1983,73,698,-10,1,1,1,1,8,2,2,2,2,2,NA,1363.19,10467.68,5151.5244140625,0,0,91.7186813354492,1.94897639751434,0,0,0,0,0,0,0,0,0,0,0,0,31.7000007629395,0.478207820031897,0,0,NA,NA,NA,NA,7,NA,2,2,1,2,0.345851326630968
1984,76,698,-10,1,1,1,1,8,2,2,2,2,1,NA,1423.52,11492.14,4776.43994140625,0,0,87.8597869873047,1.79198265075684,0,0,0,0,0,0,0,0,0,0,0,0,31.7000007629395,0.598294457885276,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,0.478207820031897
1985,76,698,-10,1,1,1,1,7,2,2,2,1,2,NA,1481.59,12353.56,5045.244140625,0,0,87.0106201171875,1.611736536026,0,0,0,0,0,0,0,0,0,0,0,0,31.7999992370605,0.688647877993088,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,0.598294457885276
1986,86,698,-10,1,1,1,1,8,2,2,2,2,1,NA,1537.7,8807.43,2658.79296875,0,0,80.1729965209961,1.91585981845856,0,0,0,0,0,0,0,0,0,0,0,0,31.7999992370605,0.824316352407607,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.688647877993088
1987,92,698,-10,1,1,1,1,7,2,2,1,2,1,NA,1593.88,8980.94,3057.84790039062,0,0,77.9449920654297,0.446161031723022,0,0,0,0,0,0,0,0,0,0,0,0,31.8999996185303,0.926476907244271,0,0,0,0,0,NA,8,NA,2,2,2,2,0.824316352407607
1988,115,698,-10,1,1,1,1,8,2,2,2,2,2,NA,1651.82,8193.32,2323.27221679688,0,0,71.3599014282227,1.09474337100983,0,0,0,0,0,0,0,0,0,0,0,0,31.8999996185303,1.07549499906813,0,0,0,0,0,NA,7,NA,2,2,1,2,0.926476907244271
1989,132,698,-10,1,1,1,1,7,2,2,2,1,2,NA,1711.64,8807.38,2774.68798828125,0,0,NA,1.1988011598587,0,0,0,0,0,0,0,0,0,0,0,0,32,1.03229278932759,0,0,0,0,0,NA,8,NA,2,2,2,2,1.07549499906813
1990,141,698,-10,1,1,1,1,7,2,2,2,1,1,NA,1772.97,10747.43,3711.05883789062,0,0,74.8291778564453,1.21747648715973,0,0,0,0,0,0,0,0,0,NA,0,0,32,1.1945115793558,0,0,0,0,0,NA,7,NA,2,2,2,1,1.03229278932759
1991,149,698,-9,1,1,2,1,7,2,2,2,1,1,NA,1843.26,10577.52,2901.40502929688,0,0,77.8068237304688,1.19244170188904,0,0,0,0,0,0,0,0,0,0,0,0,32.0999984741211,1.22237996279002,0,0,0,0,0,NA,7,NA,2,2,2,1,1.1945115793558
1992,158,698,-9,1,1,2,1,8,2,2,2,2,1,NA,1915.21,11219.97,2692.30981445312,0,0,80.2648315429688,0.837527930736542,0,0,0,0,0,0,0,0,0,NA,0,0,32.2000007629395,1.26114900865287,0,0,0,0,0,NA,7,NA,2,2,2,1,1.22237996279002
1993,163,698,-9,1,1,2,1,7,2,2,2,1,1,NA,1988.75,11308.61,2245.03588867188,0,0,81.1058349609375,1.13664746284485,0,0,0,0,0,0,0,0,0,0,0,0,32.2999992370605,1.11917732279827,0,0,0,0,0,0,8,NA,2,2,2,2,1.26114900865287
1994,175,698,-9,1,1,2,1,5,2,2,0,1,1,2,2058.55,11123.36,2007.07299804688,0,0,77.7887420654297,0.591870844364166,0,0,0,0,0,0,0,0,0,0,0,0,32.4000015258789,0.881272590619462,0,0,0,0,0,0,7,NA,2,2,2,1,1.11917732279827
1995,195,698,-9,1,1,2,1,6,2,2,1,1,1,2,2130.93,11981.68,2200.64624023438,0,0,79.5914916992188,0.335399746894836,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0.852561293658458,0,0,0,0,0,0,5,2,2,2,0,1,0.881272590619462
1996,202,698,-9,1,1,2,1,7,2,2,2,1,1,NA,2205.96,13126.28,2707.46533203125,0,0,85.5761566162109,0.396654903888702,0,0,0,0,0,0,0,0,0,0,0,0,33,0.923466011250328,0,0,0,0,0,0,6,2,2,2,1,1,0.852561293658458
1997,209,698,-9,1,1,2,1,7,2,2,2,1,1,NA,2283.64,13293.69,2384.64624023438,0,0,88.6279678344727,0.4072625041008,0,0,0,0,0,0,0,0,0,0,0,0,33.4000015258789,1.02174646275616,0,0,0,0,0,0,7,NA,2,2,2,1,0.923466011250328
1998,214,698,-9,1,1,2,1,7,2,2,2,1,0,2,2364.05,11560.42,1358.21496582031,0,0,91.6942291259766,0.724155485630035,0,0,0,0,0,0,0,0,0,0,0,0,33.7999992370605,1.09229506128251,0,0,0,0,0,0,7,NA,2,2,2,1,1.02174646275616
1999,224,698,-9,1,1,2,1,7,2,2,2,1,1,2,2447.28,13008.21,2025.16076660156,0,0,86.2503967285156,0.2552490234375,0,0,0,0,0,0,0,0,0,0,0,0,34.2000007629395,1.23221461322257,0,0,0,0,0,0,7,2,2,2,2,1,1.09229506128251
1981,43,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,14086.71,1363.42,35.1967887878418,0,3,NA,0.00517421588301659,0,0,0,0,0,0,0,1,0,NA,0,0,32.7999992370605,-3.11725567004877,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,72,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,13644.87,1521.1,36.2683525085449,0,3,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,0,33.0999984741211,-3.13373354076974,1,0,NA,NA,NA,NA,0,5,0,0,0,0,-3.11725567004877
1983,73,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,13708.61,1646.81,33.0257301330566,0,3,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,1,33.2999992370605,-3.09532902772459,1,0,NA,NA,NA,NA,0,5,0,0,0,0,-3.13373354076974
1984,71,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,13826.05,1721.01,32.3950729370117,0,3,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,1,33.5999984741211,-2.98550141904712,1,0,NA,NA,NA,NA,0,5,0,0,0,0,-3.09532902772459
1985,71,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,13898.19,1770.31,32.4583473205566,0,3,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,1,33.9000015258789,-3.02335850207623,1,0,NA,NA,NA,NA,0,4,0,0,0,0,-2.98550141904712
1986,75,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,13936.41,1863.15,27.9659843444824,0,3,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,1,34.2999992370605,-2.95147610248225,1,0,NA,NA,NA,NA,0,5,0,0,0,0,-3.02335850207623
1987,80,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,14071.43,1707.05,15.3108549118042,0,3,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,34.5999984741211,-2.75473954606771,1,0,1,3,0.5,NA,0,5,0,0,0,0,-2.95147610248225
1988,78,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,14325.97,1589.55,12.3358068466187,0,3,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,34.9000015258789,-2.60600110746395,1,0,0,1,0.5,NA,0,4,0,0,0,0,-2.75473954606771
1989,81,700,-8,1,4,2,1,0,0,0,0,0,0,4,14635.5,1500.08,7.78511190414429,0,3,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,35.2999992370605,-2.41417450143832,1,0,1,3,0,NA,0,4,0,0,0,0,-2.60600110746395
1990,77,700,-8,1,4,2,1,0,0,0,0,0,0,4,14749.93,1461.95,10.2563199996948,0,3,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,35.5999984741211,-2.1574383581801,1,0,1,3,0,NA,0,4,0,0,0,0,-2.41417450143832
1991,81,700,-8,1,4,2,1,1,0,0,0,1,0,4,14939.08,1566.78,12.1221618652344,0,3,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,35.0999984741211,-2.04726447648958,1,0,0,4,0,NA,0,4,0,0,0,0,-2.1574383581801
1992,84,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16589.22,1257.75,8.37774658203125,0,3,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,34.5999984741211,-1.96335846351383,1,0,0,5,0,NA,1,4,0,0,0,1,-2.04726447648958
1993,85,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18840.24,1009.18,8.05156326293945,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,34.2000007629395,-1.85084109202855,1,0,0,8,0,0,NA,4,NA,NA,NA,NA,-1.96335846351383
1994,85,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20318.67,924.55,6.22060394287109,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,33.9000015258789,-1.8823444495988,1,0,0,5,0.5,0,NA,4,NA,NA,NA,NA,-1.85084109202855
1995,87,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,21489.21,850.13,5.49917840957642,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,33.5999984741211,-1.88671156044221,1,0,8,2,0,0,NA,5,NA,NA,NA,NA,-1.8823444495988
1996,89,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,22429.23,884.04,5.31576251983643,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,32.9000015258789,-1.92618106170454,1,0,3,5,0,0,NA,5,NA,NA,NA,NA,-1.88671156044221
1997,86,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,23234.08,980.34,5.75667572021484,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,32.2000007629395,-2.12101584423492,1,0,7,3,0,0,0,4,0,0,0,0,-1.92618106170454
1998,82,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,24064.98,1005.65,4.18808174133301,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,31.6000003814697,-2.14689958209177,1,0,4,5,0.5,0,0,5,0,0,0,0,-2.12101584423492
1999,76,700,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,24960.73,860.54,4.24660968780518,0,0,NA,NA,1,0,1,-1,0,0,0,1,0,NA,1,1,31,-2.12751833849168,1,0,7,5,0.5,0,0,5,0,0,0,0,-2.14689958209177
1984,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.704788208008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.329086303711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569.14282226562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110.798828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048.12841796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,0,701,-8,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,3760.64,7334,2397.3125,NA,NA,65.5037002563477,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0.770767880024126,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,1,701,-9,1,4,1,1,6,2,2,1,1,1,1,3848.42,7502,1247.29113769531,0,3,105.325981140137,NA,1,0,0,0,0,0,0,0,0,0,0,0,32.2000007629395,0.827420748490074,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.770767880024126
1993,23,701,-9,1,4,1,1,7,2,2,1,2,0,1,3933.74,7718.6,1154.07873535156,0,3,146.07014465332,2.48488163948059,1,0,0,0,0,0,0,0,0,0,0,0,32,0.943604026755317,0,0,0,3,0,0,6,1,2,2,1,1,0.827420748490074
1994,50,701,-9,1,4,1,1,4,0,2,1,1,0,1,4018.83,5906.26,522.473449707031,0,3,170.257629394531,4.02168035507202,1,0,0,0,0,0,0,0,0,0,0,0,31.7999992370605,0.617192719602523,0,0,0,3,0,0,7,1,2,2,1,2,0.943604026755317
1995,65,701,-9,1,4,1,1,5,2,1,1,1,0,2,4102,5633.6,448.201538085938,0,3,168.17951965332,9.38672637939453,1,0,0,0,0,0,0,0,0,0,0,0,31.6000003814697,0.396598030356136,0,0,0,3,0,0,4,1,0,2,1,1,0.617192719602523
1996,84,701,-9,1,4,1,1,6,2,2,1,1,0,2,4184.34,5824.44,477.069854736328,0,3,149.990646362305,4.54170656204224,1,0,0,0,0,0,0,0,0,0,0,0,31.5,0.335962798291122,0,0,0,4,0,0,5,2,2,1,1,1,0.396598030356136
1997,95,701,-9,1,4,1,1,6,2,2,2,0,0,2,4267.07,5309.93,309.190155029297,0,3,111.234916687012,4.40229606628418,1,0,0,0,0,0,0,0,0,0,0,1,31.3999996185303,0.292779125096741,0,0,0,4,0,0,6,2,2,2,1,1,0.335962798291122
1998,98,701,-9,1,4,1,1,5,2,2,1,0,0,2,4350.22,5818.59,183.978042602539,0,3,103.465950012207,2.39092326164246,1,0,0,0,0,0,0,0,0,0,0,1,31.2999992370605,0.164333845444413,0,0,2,7,0,0,6,2,2,2,2,0,0.292779125096741
1999,103,701,-9,1,4,1,1,5,2,2,1,0,0,2,4433.93,6502.29,323.023773193359,0,3,139.634338378906,5.10061120986938,1,0,0,0,0,0,0,0,0,0,1,1,31.2000007629395,0.144892927746383,0,0,3,4,0.5,0,5,2,2,2,1,0,0.164333845444413
1984,0,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621.785766601562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,0,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.431518554688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,0,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.373992919922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,0,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.787292480469,NA,NA,81.4862442016602,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,0,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.434509277344,NA,NA,84.6425323486328,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,0,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.910461425781,NA,NA,62.9799728393555,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,0,702,-2,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,5481.05,2039,633.073059082031,NA,NA,65.4239883422852,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,-1.25484304304229,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,1,702,-6,1,4,3,2,2,0,0,1,1,0,5,5600.69,2086,596.412292480469,0,3,22.2286624908447,0.471390128135681,0,0,0,0,0,0,0,0,0,0,0,0,33.2000007629395,-1.39265596974564,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25484304304229
1993,16,702,-6,1,4,3,2,0,0,0,0,0,0,4,5682.45,2043.34,491.541656494141,0,3,70.19580078125,0.546549677848816,0,0,0,0,0,0,0,0,0,0,0,0,33,-1.39627840956186,1,0,0,3,0,NA,2,5,0,0,1,1,-1.39265596974564
1994,30,702,-6,1,4,3,2,0,0,0,0,0,0,2,5770.96,2066.32,459.008544921875,0,3,97.6543273925781,0.891481161117554,1,1,2,1,0,0,0,0,0,0,0,0,32.9000015258789,-1.1502378183865,1,0,1,13,0,0,0,4,0,0,0,0,-1.39627840956186
1995,54,702,-6,1,4,3,2,0,0,0,0,0,0,2,5864.47,1416.34,521.793273925781,0,3,137.520767211914,0.812002658843994,1,1,2,1,0,0,0,0,0,0,1,0,32.7000007629395,-0.945453080676191,1,0,3,4,0,0,0,2,0,0,0,0,-1.1502378183865
1996,67,702,-6,1,4,3,2,0,0,0,0,0,0,3,5963.94,1294.52,635.250915527344,0,3,156.634811401367,1.72431457042694,1,1,2,1,0,0,0,0,0,0,1,0,32.7000007629395,-0.869359023266971,1,0,1,4,0,0,0,2,0,0,0,0,-0.945453080676191
1997,78,702,-5,1,4,3,2,1,1,0,0,0,0,2,6070.76,1208.16,535.924926757812,0,3,181.134948730469,1.95260989665985,1,1,2,1,1,0,1,0,0,0,1,0,32.7000007629395,-0.720689814844033,0,0,0,2,0,0,0,3,0,0,0,0,-0.869359023266971
1998,86,702,-1,1,4,4,3,1,1,0,0,0,0,2,6185.52,1155.64,278.863739013672,0,3,106.924514770508,2.26799440383911,1,1,2,1,1,1,1,0,0,0,1,0,32.5999984741211,-0.721303700337559,1,0,0,6,0,0,1,2,1,0,0,0,-0.720689814844033
1999,85,702,-1,1,4,4,3,2,1,1,0,0,0,3,6308.67,1413.5,434.026947021484,0,3,133.578811645508,0.61688768863678,1,1,2,1,1,0,1,0,0,0,1,1,32.5999984741211,-0.545782219961378,0,0,0,4,0,1,1,2,1,0,0,0,-0.721303700337559
1984,0,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,0,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,0,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,0,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,0,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,0,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626444518566132,NA,NA,78.7537384033203,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,0,703,-3,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,4468.24,2942,0.656145632266998,NA,NA,71.9611053466797,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,1.40366714712361,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,2,703,-3,1,4,4,2,7,2,2,1,2,2,NA,4531.7,3010,4.51596593856812,0,1,83.1782073974609,NA,0,0,0,0,0,0,0,0,0,0,0,0,29,1.50745230678626,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40366714712361
1993,20,703,-3,1,4,4,2,8,2,2,2,2,1,1,4552.22,3941.61,2.41225624084473,0,1,74.7063293457031,0.493024826049805,0,0,2,1,1,1,1,0,0,0,0,0,29.1000003814697,1.55316347596924,0,0,0,6,0,0,7,NA,2,2,1,2,1.50745230678626
