"year","ingo_uia","ccode","polity2","xrcomp","xropen","xconst","parcomp","physint","disap","kill","polpris","tort","injud","amnesty","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","wbimfstruct","britcol","common","hr_law","cat_ratify","cpr_ratify","ythblgap","latent","cwar","iwar","ainr_lag","aibr_lag","avmdia_lag","hro_shaming_lag","physint_lag","amnesty_lag","disap_lag","kill_lag","polpris_lag","tort_lag","latent_lag"
1984,448,94,10,3,4,7,5,7,2,2,1,2,2,2,2567.52,4163.36,0,0,3,58.034797668457,1.21682870388031,0,0,1,0,0,0,0,0,0,0,0,1,34.7000007629395,1.62676682279751,0,0,NA,NA,NA,NA,8,2,2,2,2,2,1.62182079148938
1985,448,94,10,3,4,7,5,8,2,2,2,2,2,NA,2643.81,4258.05,0,0,3,55.8405876159668,1.45727360248566,0,0,1,0,0,1,1,0,0,0,0,1,34.2000007629395,1.80859318529742,0,0,NA,NA,NA,NA,7,2,2,2,1,2,1.62676682279751
1986,453,94,10,3,4,7,5,8,2,2,2,2,2,NA,2723.11,4634.31,0,0,3,53.9801445007324,1.11356627941132,0,0,1,0,0,0,0,0,0,0,0,1,33.2000007629395,1.91609963485487,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.80859318529742
1987,496,94,10,3,4,7,5,8,2,2,2,2,2,NA,2799.81,4591.16,0,0,3,57.4116859436035,1.37473332881927,0,0,1,0,0,1,1,0,0,0,0,1,32.4000015258789,1.96523799567082,0,0,0,0,0,NA,8,NA,2,2,2,2,1.91609963485487
1988,541,94,10,3,4,7,5,8,2,2,2,2,2,NA,2875.27,4776.96,0,0,3,60.9217720031738,2.01525139808655,0,0,1,0,0,0,0,0,0,0,0,1,31.5,1.93634657932151,0,0,0,0,0,NA,8,NA,2,2,2,2,1.96523799567082
1989,574,94,10,3,4,7,5,8,2,2,2,2,2,NA,2951.45,4971.66,0,0,3,64.3606414794922,1.4752995967865,0,0,1,0,1,1,1,0,0,0,0,1,30.7000007629395,1.81306751388748,0,0,0,0,0,NA,8,NA,2,2,2,2,1.93634657932151
1990,601,94,10,3,4,7,5,8,2,2,2,2,2,NA,3027.18,5143.25,0,0,3,66.5005874633789,2.19492053985596,0,0,1,0,0,0,0,0,0,0,0,1,30,1.68683510040516,0,0,0,0,0,NA,8,NA,2,2,2,2,1.81306751388748
1991,627,94,10,3,4,7,5,8,2,2,2,2,2,NA,3101.03,5347.76,0,0,1,70.6827087402344,2.49073433876038,0,0,1,0,0,1,1,0,0,0,0,1,29.6000003814697,1.54687678053837,0,0,0,0,0,NA,8,NA,2,2,2,2,1.68683510040516
1992,658,94,10,3,4,7,5,5,2,1,1,1,2,2,3173.22,5793.96,0,0,1,75.0597686767578,2.63599562644958,0,0,1,0,0,0,0,0,0,0,0,1,29.2999992370605,1.24889446263782,0,0,0,0,0,NA,8,NA,2,2,2,2,1.54687678053837
1993,677,94,10,3,4,7,5,8,2,2,2,2,2,NA,3244.28,6224.93,0,0,1,78.0132141113281,2.55958223342896,0,0,1,0,1,1,1,0,0,0,1,1,29,1.41989686511025,0,0,0,0,0,0,5,2,2,1,1,1,1.24889446263782
1994,684,94,10,3,4,7,5,7,2,2,2,1,2,1,3314.59,6603.51,0,0,1,76.6933212280273,2.81884098052979,0,0,1,0,0,0,0,0,0,0,1,1,28.7000007629395,1.47468575314249,0,0,0,0,0,0,8,NA,2,2,2,2,1.41989686511025
1995,690,94,10,3,4,7,5,7,2,2,2,1,2,2,3383.79,6902.03,0,0,3,77.9209213256836,2.87399530410767,0,0,1,0,0,1,1,0,0,0,1,1,28.3999996185303,1.43105145837258,0,0,0,1,0,0,7,1,2,2,2,1,1.47468575314249
1996,731,94,10,3,4,7,5,7,2,2,2,1,2,2,3451.72,6900.66,0,0,3,82.1011123657227,3.6050136089325,0,0,1,0,0,0,0,0,0,1,1,1,28.3999996185303,1.47029141379024,0,0,0,0,0,0,7,2,2,2,2,1,1.43105145837258
1997,746,94,10,3,4,7,5,7,2,2,2,1,2,1,3518.11,7282.25,0,0,3,85.335205078125,3.18162560462952,0,0,1,0,0,0,0,0,0,1,1,1,28.3999996185303,1.66635739143392,0,0,0,0,0,0,7,2,2,2,2,1,1.47029141379024
1998,758,94,10,3,4,7,5,7,2,2,2,1,2,NA,3583.16,7776.41,0,0,3,97.5731964111328,4.34934329986572,0,0,1,0,0,0,0,0,0,1,1,1,28.2999992370605,1.75263583662403,0,0,0,0,0,0,7,1,2,2,2,1,1.66635739143392
1999,763,94,10,3,4,7,5,7,2,2,2,1,2,1,3647.32,8479.76,0,0,1,97.6720275878906,3.92154335975647,0,0,1,0,0,0,0,0,0,1,1,1,28.2999992370605,1.82962979887866,0,0,0,1,0,0,7,NA,2,2,2,1,1.75263583662403
1981,276,95,-6,1,4,2,2,6,2,2,1,1,1,NA,1995.77,3509.92,0,1,0,181.52897644043,7.03039836883545,2,0,2,-1,0,0,0,0,0,0,0,1,33.9000015258789,-0.20337881522403,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,388,95,-5,1,4,3,2,5,1,1,2,1,1,NA,2036.19,3659.71,0,1,0,159.223037719727,7.69408369064331,2,0,2,-1,0,1,1,0,0,0,0,1,33.7999992370605,-0.312853263993312,0,0,NA,NA,NA,NA,6,NA,2,2,1,1,-0.20337881522403
1983,404,95,-5,1,4,3,2,5,2,1,2,0,2,NA,2077.38,3958.62,0,1,0,127.500564575195,1.62309122085571,2,0,2,-1,0,1,1,0,0,0,0,1,33.7000007629395,-0.349813270286274,0,0,NA,NA,NA,NA,5,NA,1,1,2,1,-0.312853263993312
1984,430,95,-6,1,4,2,2,5,1,2,1,1,1,NA,2119.77,4061.16,0,1,0,125.210037231445,-2.65358471870422,2,0,2,-1,1,0,1,0,0,0,0,1,33.5999984741211,-0.400484326694731,0,0,NA,NA,NA,NA,5,NA,2,1,2,0,-0.349813270286274
1985,430,95,-6,1,4,2,2,5,1,1,2,1,1,NA,2163.66,4206.4,0,0,0,128.150680541992,1.2458348274231,2,0,2,-1,0,1,1,0,0,0,0,1,33.5999984741211,-0.335862412630288,0,0,NA,NA,NA,NA,5,NA,1,2,1,1,-0.400484326694731
1986,428,95,-6,1,4,2,2,7,2,2,2,1,1,NA,2208.09,4473.52,0,0,0,132.627319335938,0.36161532998085,2,0,2,-1,0,0,0,0,0,0,0,1,33.2000007629395,-0.362264274586444,0,0,NA,NA,NA,NA,5,NA,1,1,2,1,-0.335862412630288
1987,456,95,-8,1,4,2,1,4,2,1,1,0,1,3,2252.38,4727.13,0,0,0,134.247909545898,-9.86999607086182,2,0,2,-1,1,0,1,0,0,0,1,1,32.7999992370605,-0.514581628988626,0,0,0,0,0.5,NA,7,NA,2,2,2,1,-0.362264274586444
1988,490,95,-8,1,4,2,1,3,2,1,0,0,1,3,2297.04,4335.03,0,0,0,133.812698364258,-12.2084312438965,2,0,2,-1,0,0,0,0,0,0,1,1,32.5,-0.745691453026138,0,0,0,0,0.5,NA,4,3,2,1,1,0,-0.514581628988626
1989,524,95,8,3,4,6,4,1,1,0,0,0,0,3,2342.28,4545.76,0,0,0,149.121231079102,1.05370843410492,2,0,2,-1,0,0,0,0,0,0,1,1,32.2000007629395,-0.86956843119857,0,0,1,3,0.5,NA,3,3,2,1,0,0,-0.745691453026138
1990,537,95,8,3,4,6,4,4,1,1,1,1,1,3,2388.09,4750.35,0,0,1,165.384323120117,2.55025219917297,2,0,2,-1,0,0,0,0,0,0,1,1,31.8999996185303,-0.350851535205024,0,0,0,8,0,NA,1,3,1,0,0,0,-0.86956843119857
1991,549,95,8,3,4,6,4,6,2,2,1,1,1,3,2434.26,5374.05,0,0,1,189.738632202148,1.85714530944824,2,0,2,-1,0,0,0,0,0,0,1,1,31.2999992370605,-0.0404961764391599,0,0,0,5,1,NA,4,3,1,1,1,1,-0.350851535205024
1992,557,95,8,3,4,6,4,4,2,1,1,0,1,2,2479.61,5850.87,0,0,1,196.216156005859,2.17574596405029,2,0,2,-1,1,1,1,0,0,0,1,1,30.7999992370605,0.144802221643776,0,0,0,2,0,NA,6,3,2,2,1,1,-0.0404961764391599
1993,561,95,8,3,4,6,4,6,2,1,2,1,1,2,2523.64,6199.9,0,0,1,189.650756835938,2.33843946456909,2,0,2,-1,0,0,0,0,0,0,1,1,30.2000007629395,0.396764036332549,0,0,0,0,0,0,4,2,2,1,1,0,0.144802221643776
1994,564,95,9,3,4,6,5,6,2,2,2,0,1,1,2568.19,6302.26,0,0,1,194.780120849609,5.19143009185791,2,0,2,-1,0,0,0,0,0,0,1,1,29.7000007629395,0.57058854156446,0,0,0,0,0,0,6,2,2,1,2,1,0.396764036332549
1995,561,95,9,3,4,6,5,4,2,1,1,0,1,2,2614.64,6209.63,0,0,0,198.76676940918,2.82060694694519,2,0,2,-1,0,1,1,0,0,0,1,1,29.2000007629395,0.499860859777829,0,0,0,0,0,0,6,1,2,2,2,0,0.57058854156446
1996,585,95,9,3,4,6,5,7,2,2,2,1,1,3,2662.59,6539.38,0,0,0,165.609680175781,4.45714998245239,2,0,2,-1,1,0,1,0,0,0,1,1,28.7000007629395,0.625141448622428,0,0,0,0,0,0,4,2,2,1,1,0,0.499860859777829
1997,578,95,9,3,4,6,5,7,2,2,2,1,1,2,2704.58,7122.52,0,0,0,175.810195922852,12.8847675323486,2,0,2,-1,0,0,0,0,0,0,1,1,28.2000007629395,0.850797880327086,0,0,2,0,0,0,7,3,2,2,2,1,0.625141448622428
1998,597,95,9,3,4,6,5,8,2,2,2,2,1,NA,2745.43,7575.15,0,0,0,160.283554077148,11.0048017501831,2,0,2,-1,0,0,0,0,0,0,1,1,27.7000007629395,1.03555562552183,0,0,2,1,0.5,0,7,2,2,2,2,1,0.850797880327086
1999,584,95,9,3,4,6,5,6,2,2,2,0,1,NA,2791.76,7705.97,0,0,0,134.277206420898,6.59549760818481,2,0,2,-1,1,0,1,0,0,0,1,1,27.2999992370605,1.06028156021365,0,0,0,0,0.5,0,8,NA,2,2,2,2,1.03555562552183
1981,497,100,8,3,4,6,4,1,1,0,0,0,1,4,27159.38,2887.45,145.394088745117,0,2,27.2850208282471,0.72825425863266,0,0,0,-1,0,0,0,0,0,0,0,1,36.4000015258789,-1.6106026807722,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,677,100,8,3,4,6,4,3,1,0,1,1,1,5,27764.64,3046.76,133.89875793457,0,2,26.1082172393799,0.939231693744659,0,0,0,-1,0,0,0,0,0,0,0,1,36.0999984741211,-1.61564433384503,1,0,NA,NA,NA,NA,1,4,1,0,0,0,-1.6106026807722
1983,698,100,8,3,4,6,4,NA,NA,NA,NA,NA,NA,4,28389.4,3107.3,121.266326904297,0,1,23.6728076934814,1.59566962718964,0,0,0,-1,0,0,0,0,0,0,0,1,35.9000015258789,-1.6247192827692,1,0,NA,NA,NA,NA,3,5,1,0,1,1,-1.61564433384503
1984,745,100,8,3,4,6,4,1,0,0,1,0,1,4,29027.92,3254.32,115.692207336426,0,1,24.347972869873,1.52667284011841,0,0,0,-1,0,0,0,0,0,0,0,1,35.7000007629395,-1.58722207049958,1,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-1.6247192827692
1985,745,100,8,3,4,6,4,1,0,0,1,0,1,4,29678.4,3348.11,104.975311279297,0,1,26.3397254943848,2.93170094490051,0,0,0,-1,1,0,1,0,0,0,0,1,35.5999984741211,-1.56950807923042,1,0,NA,NA,NA,NA,1,4,0,0,1,0,-1.58722207049958
1986,724,100,8,3,4,6,4,2,0,0,1,1,2,5,30326.82,3623.31,80.3286514282227,0,1,30.8306350708008,1.92888402938843,0,0,0,-1,1,0,1,0,0,0,0,1,34.9000015258789,-1.64705451881047,1,0,NA,NA,NA,NA,1,4,0,0,1,0,-1.56950807923042
1987,786,100,8,3,4,6,4,0,0,0,0,0,2,4,30964.24,3721.15,108.652732849121,0,2,29.8716926574707,0.877016663551331,0,0,0,-1,0,0,0,0,0,0,1,1,34.2000007629395,-1.71697749803373,1,0,1,10,0,NA,2,5,0,0,1,1,-1.64705451881047
1988,824,100,8,3,4,6,4,0,0,0,0,0,2,5,31589.38,3930.24,78.3461456298828,0,2,30.1499881744385,0.517691433429718,0,0,0,-1,1,0,1,0,0,0,1,1,33.5999984741211,-1.82844761141123,1,0,0,20,0.5,NA,0,4,0,0,0,0,-1.71697749803373
1989,844,100,8,3,4,6,4,1,0,0,1,0,2,5,32216.56,4137.84,95.6522369384766,0,2,31.8178749084473,1.45674955844879,0,0,0,-1,0,0,0,0,0,0,1,1,33,-1.9945272875473,1,0,1,23,0.5,NA,0,5,0,0,0,0,-1.82844761141123
1990,873,100,8,3,4,6,4,0,0,0,0,0,2,5,32858.58,4409.98,132.846771240234,0,2,35.3863792419434,1.24148941040039,0,0,0,-1,0,0,0,0,0,0,1,1,32.5,-2.15992044681048,1,0,1,12,0,NA,1,5,0,0,1,0,-1.9945272875473
1991,899,100,9,3,4,7,4,2,0,0,2,0,1,5,33518.61,4584.78,101.187316894531,0,2,35.2514915466309,1.1079169511795,2,0,0,-1,1,0,1,0,0,0,1,1,31.8999996185303,-2.06955281495831,1,0,1,16,0,NA,0,5,0,0,0,0,-2.15992044681048
1992,934,100,9,3,4,7,4,2,0,0,2,0,1,5,34202.72,4723.04,91.8950119018555,0,2,33.4655647277832,1.47870564460754,2,0,0,-1,0,0,0,0,0,0,1,1,31.2999992370605,-1.7979795524517,1,0,0,12,0.5,NA,2,5,0,0,2,0,-2.06955281495831
