YEAR,COW,PHYSINT,DISAP,KILL,POLPRIS,TORT,INJUD
1983,51,7,1,2,2,2,2
1984,51,6,2,1,2,1,2
1985,51,6,2,1,2,1,2
1986,51,7,2,2,2,1,2
1987,51,5,2,1,1,1,2
1988,51,7,2,2,2,1,2
1989,51,7,2,2,2,1,2
1990,51,6,2,1,2,1,2
1991,51,6,2,2,2,0,2
1992,51,5,2,1,2,0,2
1993,51,4,2,1,1,0,2
1994,51,5,2,1,2,0,2
1995,51,5,2,1,2,0,2
1996,51,6,2,1,2,1,2
1997,51,6,2,1,2,1,2
1998,51,6,2,1,2,1,2
1999,51,6,2,1,2,1,2
2000,51,7,2,2,2,1,2
2001,51,6,2,1,2,1,2
2002,51,6,2,1,2,1,2
2003,51,5,2,0,2,1,2
2004,51,4,1,0,2,1,2
2005,51,5,2,0,2,1,2
2006,51,5,2,0,2,1,1
2007,51,5,2,0,2,1,2
2008,51,5,2,0,2,1,2
2009,51,5,2,0,2,1,1
2010,51,4,2,0,1,1,1
1981,740,8,2,2,2,2,2
1982,740,8,2,2,2,2,2
1983,740,8,2,2,2,2,2
1984,740,7,2,2,2,1,2
1985,740,7,2,2,2,1,2
1986,740,8,2,2,2,2,2
1987,740,8,2,2,2,2,2
1988,740,8,2,2,2,2,2
1989,740,8,2,2,2,2,2
1990,740,8,2,2,2,2,2
1991,740,7,2,2,2,1,2
1992,740,8,2,2,2,2,2
1993,740,7,2,2,2,1,2
1994,740,7,2,2,2,1,2
1995,740,7,2,2,2,1,2
1996,740,7,2,2,2,1,2
1997,740,7,2,2,2,1,2
1998,740,7,2,2,2,1,2
1999,740,7,2,2,2,1,2
2000,740,7,2,2,2,1,2
2001,740,7,2,2,2,1,2
2002,740,7,2,2,2,1,2
2003,740,7,2,2,2,1,2
2004,740,7,2,2,2,1,2
2005,740,7,2,2,2,1,2
2006,740,8,2,2,2,2,2
2007,740,7,2,2,2,1,2
2008,740,7,2,2,2,1,2
2009,740,7,2,2,2,1,2
2010,740,6,2,2,2,0,2
1981,663,5,2,1,0,2,0
1982,663,6,2,2,0,2,1
1983,663,6,2,2,0,2,1
1984,663,4,2,1,0,1,0
1985,663,5,2,2,0,1,1
1986,663,4,2,2,0,0,1
1987,663,4,2,1,0,1,2
1988,663,5,2,1,1,1,2
1989,663,6,2,2,1,1,2
1990,663,7,2,2,1,2,1
1991,663,6,2,2,1,1,1
1992,663,6,2,2,1,1,1
1993,663,6,2,2,1,1,1
1994,663,6,2,2,1,1,1
1995,663,4,2,1,0,1,2
1996,663,4,2,1,0,1,2
1997,663,5,2,2,0,1,1
1998,663,5,2,2,0,1,1
1999,663,4,2,1,0,1,1
2000,663,4,2,1,0,1,1
2001,663,5,2,2,0,1,1
2002,663,5,2,2,0,1,1
2003,663,5,2,2,0,1,1
2004,663,4,2,1,0,1,1
2005,663,5,2,2,0,1,1
2006,663,4,2,1,1,0,1
2007,663,4,2,1,1,0,1
2008,663,3,2,1,0,0,1
2009,663,3,2,1,0,0,0
2010,663,4,2,2,0,0,0
1981,705,,,,,,
1982,705,,,,,,
1983,705,,,,,,
1984,705,,,,,,
1985,705,,,,,,
1986,705,,,,,,
1987,705,,,,,,
1988,705,,,,,,
1989,705,,,,,,
1990,705,,,,,,
1991,705,,,,,,
1992,705,7,2,2,1,2,1
1993,705,7,2,2,1,2,0
1994,705,6,2,2,1,1,0
1995,705,6,2,2,1,1,0
1996,705,5,2,2,1,0,0
1997,705,7,2,2,2,1,0
1998,705,6,2,2,1,1,0
1999,705,5,2,2,1,0,0
2000,705,5,2,1,2,0,0
2001,705,6,2,2,2,0,0
2002,705,6,2,2,2,0,0
2003,705,4,2,1,1,0,0
2004,705,4,2,1,1,0,0
2005,705,4,2,1,1,0,1
2006,705,4,2,1,1,0,0
2007,705,3,1,1,1,0,0
2008,705,4,2,1,1,0,0
2009,705,4,2,1,1,0,0
2010,705,4,2,1,1,0,0
1981,501,6,2,2,1,1,2
1982,501,6,2,2,1,1,2
1983,501,6,2,2,1,1,2
1984,501,6,2,2,1,1,2
1985,501,5,2,2,1,0,2
1986,501,6,2,2,1,1,1
1987,501,5,2,2,0,1,2
1988,501,3,1,1,1,0,1
1989,501,4,2,1,1,0,1
1990,501,5,2,1,1,1,1
1991,501,3,2,1,0,0,1
1992,501,2,2,0,0,0,0
1993,501,5,2,1,1,1,0
1994,501,4,1,2,1,0,0
1995,501,4,1,2,1,0,0
1996,501,4,2,1,1,0,1
1997,501,4,2,1,1,0,1
1998,501,2,2,0,0,0,1
1999,501,1,1,0,0,0,1
2000,501,2,2,0,0,0,1
2001,501,3,2,1,0,0,1
2002,501,2,2,0,0,0,1
2003,501,3,2,0,1,0,1
2004,501,4,2,0,2,0,1
2005,501,3,2,0,1,0,0
2006,501,3,2,0,1,0,0
2007,501,3,2,0,1,0,0
2008,501,2,1,0,1,0,0
2009,501,2,1,0,1,0,0
2010,501,4,2,1,1,0,0
1981,946,,,,,,-999
1982,946,,,,,,-999
1983,946,,,,,,-999
1984,946,,,,,,-999
1985,946,,,,,,-999
1986,946,,,,,,-999
1987,946,,,,,,-999
1988,946,,,,,,-999
1989,946,,,,,,2
1990,946,,,,,,2
1991,946,,,,,,2
1992,946,,,,,,2
1993,946,,,,,,2
1994,946,,,,,,2
1995,946,,,,,,2
1996,946,,,,,,2
1997,946,,,,,,2
1998,946,,,,,,2
1999,946,,,,,,2
2000,946,,,,,,2
2001,946,8,2,2,2,2,2
2002,946,,,,,,2
2003,946,8,2,2,2,2,2
2004,946,8,2,2,2,2,2
2005,946,8,2,2,2,2,2
2006,946,8,2,2,2,2,2
2007,946,8,2,2,2,2,2
2008,946,8,2,2,2,2,2
2009,946,8,2,2,2,2,2
2010,946,8,2,2,2,2,2
1981,731,2,1,1,0,0,1
1982,731,2,1,1,0,0,0
1983,731,2,1,1,0,0,0
1984,731,,-999,1,1,1,1
1985,731,1,1,0,0,0,0
1986,731,1,1,0,0,0,0
1987,731,2,1,1,0,0,1
1988,731,2,1,1,0,0,0
1989,731,1,1,0,0,0,1
1990,731,,-999,1,0,0,1
1991,731,,-999,1,0,1,1
1992,731,,-999,1,0,1,1
1993,731,,-999,1,0,0,0
1994,731,,-999,1,0,1,0
1995,731,3,1,1,0,1,0
1996,731,0,0,0,0,0,0
1997,731,0,0,0,0,0,0
1998,731,0,0,0,0,0,0
1999,731,0,0,0,0,0,0
2000,731,0,0,0,0,0,0
2001,731,0,0,0,0,0,0
2002,731,0,0,0,0,0,0
2003,731,0,0,0,0,0,0
2004,731,0,0,0,0,0,0
2005,731,0,0,0,0,0,0
2006,731,0,0,0,0,0,0
2007,731,0,0,0,0,0,0
2008,731,0,0,0,0,0,0
2009,731,0,0,0,0,0,0
2010,731,0,0,0,0,0,0
1981,732,4,2,2,0,0,0
1982,732,4,2,2,0,0,1
1983,732,5,2,1,1,1,1
1984,732,6,2,2,1,1,0
1985,732,4,2,2,0,0,1
1986,732,4,2,1,0,1,1
1987,732,3,1,1,0,1,1
1988,732,6,1,2,1,2,1
1989,732,4,2,1,0,1,1
1990,732,4,2,2,0,0,1
1991,732,3,2,1,0,0,1
1992,732,4,2,2,0,0,1
1993,732,4,2,2,0,0,1
1994,732,4,2,2,0,0,1
1995,732,4,2,2,0,0,1
1996,732,4,2,1,0,1,1
1997,732,5,2,2,0,1,1
1998,732,6,2,2,1,1,1
1999,732,5,2,2,0,1,1
2000,732,5,2,2,0,1,1
2001,732,5,2,2,0,1,1
2002,732,4,2,1,0,1,1
2003,732,5,2,2,0,1,2
2004,732,5,2,2,0,1,2
2005,732,5,2,2,0,1,2
2006,732,5,2,2,0,1,2
2007,732,6,2,2,0,2,2
2008,732,5,2,2,0,1,2
2009,732,6,2,2,0,2,2
2010,732,5,2,2,0,1,2
1981,,0,0,0,0,0,0
1982,,,,,,,
1983,,,,,,,
1984,,,,,,,
1985,,,,,,,
1986,,,,,,,
1987,,,,,,,
1988,,,,,,,
1989,,,,,,,
1990,,,,,,,
1991,,,,,,,
1992,,,,,,,
1993,,,,,,,
1994,,,,,,,
1995,,,,,,,
1996,,,,,,,
1997,,,,,,,
1998,,,,,,,
1999,,,,,,,
2000,,,,,,,
2001,,,,,,,
2002,,,,,,,
2003,,,,,,,
2004,,,,,,,
2005,,,,,,,
2006,,,,,,,
2007,,,,,,,
2008,,,,,,,
2009,,6,2,2,1,1,0
2010,,7,2,2,2,1,1
1981,690,6,2,1,2,1,2
1982,690,8,2,2,2,2,2
1983,690,6,2,1,2,1,2
1984,690,5,2,1,2,0,2
1985,690,5,2,1,2,0,2
1986,690,6,2,2,1,1,2
1987,690,5,2,1,2,0,2
1988,690,6,2,2,1,1,2
1989,690,6,2,2,1,1,2
1990,690,,-66,-66,-66,-66,-66
1991,690,2,0,2,0,0,2
1992,690,5,2,2,0,1,1
1993,690,4,2,1,0,1,1
1994,690,6,2,2,0,2,1
1995,690,5,2,2,0,1,1
1996,690,2,0,2,0,0,1
1997,690,5,2,2,0,1,1
1998,690,5,2,2,0,1,1
1999,690,5,2,2,0,1,1
2000,690,5,2,2,0,1,1
2001,690,6,2,2,1,1,1
2002,690,6,2,2,1,1,1
2003,690,6,2,2,1,1,1
2004,690,6,2,2,1,1,1
2005,690,5,2,1,1,1,2
2006,690,7,2,2,2,1,1
2007,690,6,2,2,1,1,1
2008,690,6,2,2,1,1,1
2009,690,6,2,2,1,1,1
2010,690,6,2,2,1,1,1
1981,703,,,,,,
1982,703,,,,,,
1983,703,,,,,,
1984,703,,,,,,
1985,703,,,,,,
1986,703,,,,,,
1987,703,,,,,,
1988,703,,,,,,
1989,703,,,,,,
1990,703,,,,,,
1991,703,,,,,,
1992,703,7,2,2,1,2,2
1993,703,8,2,2,2,2,1
1994,703,7,2,2,2,1,0
1995,703,6,2,2,2,0,0
1996,703,6,2,2,1,1,0
1997,703,7,2,2,1,2,0
1998,703,7,2,2,2,1,0
1999,703,6,2,2,1,1,0
2000,703,6,2,2,1,1,0
2001,703,6,2,2,1,1,0
2002,703,6,2,2,1,1,0
2003,703,5,1,2,1,1,0
2004,703,5,1,2,1,1,0
2005,703,6,2,2,1,1,1
2006,703,4,2,1,1,0,0
2007,703,4,2,1,1,0,1
2008,703,6,2,2,1,1,1
2009,703,4,2,1,0,1,1
2010,703,4,2,1,1,0,1
1981,812,3,1,0,0,2,0
1982,812,3,1,1,0,1,0
1983,812,4,1,1,0,2,0
1984,812,4,2,0,0,2,0
1985,812,4,1,1,0,2,0
1986,812,5,2,1,0,2,0
1987,812,3,1,1,0,1,0
1988,812,5,2,2,0,1,0
1989,812,5,2,2,0,1,0
1990,812,4,2,1,0,1,0
1991,812,7,2,2,1,2,1
1992,812,7,2,2,1,2,1
1993,812,6,2,1,1,2,0
1994,812,7,2,2,1,2,0
1995,812,7,2,2,1,2,0
1996,812,8,2,2,2,2,0
1997,812,7,2,2,1,2,0
1998,812,5,2,1,1,1,0
1999,812,5,2,2,0,1,0
2000,812,4,1,1,1,1,0
2001,812,4,2,2,0,0,0
2002,812,4,2,2,0,0,0
2003,812,1,1,0,0,0,0
2004,812,3,1,1,0,1,0
2005,812,3,0,1,1,1,1
2006,812,4,2,1,0,1,0
2007,812,4,1,1,1,1,1
2008,812,5,2,2,0,1,1
2009,812,5,1,2,1,1,1
2010,812,6,2,2,1,1,1
1981,367,,,,,,
1982,367,,,,,,
1983,367,,,,,,
1984,367,,,,,,
1985,367,,,,,,
1986,367,,,,,,
1987,367,,,,,,
1988,367,,,,,,
1989,367,,,,,,
1990,367,,,,,,
1991,367,,,,,,
1992,367,8,2,2,2,2,2
1993,367,7,2,2,2,1,1
1994,367,5,2,1,2,0,1
1995,367,5,2,1,2,0,1
1996,367,7,2,2,2,1,1
1997,367,7,2,2,2,1,1
1998,367,6,2,2,2,0,1
1999,367,7,2,2,2,1,1
2000,367,7,2,2,2,1,1
2001,367,6,2,2,2,0,1
2002,367,7,2,2,2,1,1
2003,367,7,2,2,2,1,1
2004,367,6,2,2,2,0,1
2005,367,7,2,2,2,1,1
2006,367,7,2,2,2,1,1
2007,367,6,2,1,2,1,1
2008,367,6,2,2,1,1,1
2009,367,7,2,2,2,1,1
2010,367,7,2,2,2,1,2
1981,660,,-77,-77,-77,-77,-77
1982,660,,-77,-77,-77,-77,-77
1983,660,,-77,-77,-77,-77,-77
1984,660,,-77,-77,-77,-77,-77
1985,660,,-77,-77,-77,-77,-77
1986,660,,-77,-77,-77,-77,-77
1987,660,,-77,-77,-77,-77,-77
1988,660,,-77,-77,-77,-77,-77
1989,660,,-77,-77,-77,-77,-77
1990,660,,-66,-66,-66,-66,-66
1991,660,,-66,-66,-66,-66,-66
1992,660,,-66,-66,-66,-66,-66
1993,660,,-66,-66,-66,-66,-66
1994,660,,-66,-66,-66,-66,-66
1995,660,,-66,-66,-66,-66,-66
1996,660,,-66,-66,-66,-66,-66
1997,660,,-66,-66,-66,-66,-66
1998,660,,-66,-66,-66,-66,-66
1999,660,,-66,-66,-66,-66,-66
2000,660,,-66,-66,-66,-66,-66
2001,660,4,2,2,0,0,1
2002,660,5,2,2,0,1,1
2003,660,4,2,2,0,0,1
2004,660,4,2,2,0,0,1
2005,660,4,2,1,1,0,1
2006,660,6,2,2,2,0,0
2007,660,4,2,1,1,0,0
2008,660,5,2,1,2,0,1
2009,660,5,2,2,1,0,0
2010,660,4,2,1,1,0,0
1981,570,7,2,2,1,2,2
1982,570,4,1,1,1,1,2
1983,570,5,2,1,1,1,2
1984,570,4,2,1,1,0,2
1985,570,4,2,1,0,1,2
1986,570,4,1,1,1,1,2
1987,570,7,2,2,2,1,2
1988,570,6,2,2,1,1,2
1989,570,5,2,1,1,1,2
1990,570,4,2,1,1,0,2
1991,570,2,1,0,1,0,2
1992,570,5,2,1,2,0,1
1993,570,6,2,1,2,1,0
1994,570,3,2,0,1,0,0
1995,570,4,2,1,1,0,0
1996,570,7,2,2,2,1,1
1997,570,7,2,2,2,1,1
1998,570,,-77,-77,-77,-77,-77
1999,570,8,2,2,2,2,1
2000,570,6,2,1,2,1,2
2001,570,6,2,1,2,1,2
2002,570,7,2,2,2,1,2
2003,570,6,2,1,2,1,2
2004,570,7,2,2,2,1,2
2005,570,6,2,1,2,1,2
2006,570,6,2,1,2,1,2
2007,570,6,2,1,2,1,2
2008,570,6,2,1,2,1,2
2009,570,6,2,1,2,1,2
2010,570,6,2,1,2,1,2
1981,450,5,2,1,1,1,0
1982,450,5,2,1,1,1,1
1983,450,6,2,2,1,1,1
1984,450,5,2,1,1,1,0
1985,450,2,1,0,0,1,1
1986,450,5,2,2,0,1,1
1987,450,5,2,2,0,1,0
1988,450,4,2,1,1,0,1
1989,450,3,2,1,0,0,1
1990,450,,-77,-77,-77,-77,-77
1991,450,,-77,-77,-77,-77,-77
1992,450,,-77,-77,-77,-77,-77
1993,450,,-77,-77,-77,-77,-77
1994,450,,-77,-77,-77,-77,-77
1995,450,,-77,-77,-77,-77,-77
1996,450,0,0,0,0,0,0
1997,450,2,1,0,1,0,0
1998,450,0,0,0,0,0,0
1999,450,1,0,0,1,0,0
2000,450,0,0,0,0,0,0
2001,450,1,0,0,1,0,0
2002,450,1,0,0,1,0,0
2003,450,1,0,0,1,0,0
2004,450,7,2,2,2,1,0
2005,450,7,2,2,2,1,1
2006,450,5,2,1,1,1,0
2007,450,6,2,2,1,1,0
2008,450,5,2,1,1,1,0
2009,450,5,2,1,1,1,0
2010,450,5,2,1,1,1,0
1981,620,0,0,0,0,0,0
1982,620,1,1,0,0,0,0
1983,620,1,0,0,1,0,0
1984,620,0,0,0,0,0,0
1985,620,2,0,1,1,0,0
1986,620,,-999,0,0,0,0
1987,620,,-999,0,0,0,0
1988,620,3,2,1,0,0,0
1989,620,2,1,1,0,0,0
1990,620,3,2,1,0,0,0
1991,620,2,1,1,0,0,0
1992,620,2,1,1,0,0,0
1993,620,2,2,0,0,0,0
1994,620,1,1,0,0,0,0
1995,620,2,2,0,0,0,0
1996,620,1,1,0,0,0,0
1997,620,2,1,1,0,0,0
1998,620,2,1,1,0,0,0
1999,620,3,2,1,0,0,0
2000,620,4,2,1,0,1,0
2001,620,1,1,0,0,0,0
2002,620,3,2,1,0,0,0
2003,620,3,2,1,0,0,0
2004,620,4,2,2,0,0,0
2005,620,3,2,1,0,0,0
2006,620,3,2,1,0,0,0
2007,620,3,1,2,0,0,0
2008,620,3,1,2,0,0,0
2009,620,3,1,2,0,0,0
2010,620,3,1,2,0,0,0
1981,223,,,,,,-999
1982,223,,,,,,-999
1983,223,,,,,,-999
1984,223,,,,,,-999
1985,223,,,,,,-999
1986,223,,,,,,-999
1987,223,,,,,,-999
1988,223,,,,,,-999
1989,223,,,,,,-999
1990,223,,,,,,-999
1991,223,,,,,,2
1992,223,,,,,,2
1993,223,,,,,,2
1994,223,,,,,,2
1995,223,,,,,,2
1996,223,,,,,,2
1997,223,,,,,,2
1998,223,,,,,,2
1999,223,,,,,,2
2000,223,,,,,,2
2001,223,8,2,2,2,2,2
2002,223,,,,,,2
2003,223,8,2,2,2,2,2
2004,223,8,2,2,2,2,1
2005,223,8,2,2,2,2,1
2006,223,8,2,2,2,2,1
2007,223,8,2,2,2,2,2
2008,223,8,2,2,2,2,2
2009,223,8,2,2,2,2,2
2010,223,8,2,2,2,2,2
1981,368,,,,,,
1982,368,,,,,,
1983,368,,,,,,
1984,368,,,,,,
1985,368,,,,,,
1986,368,,,,,,
1987,368,,,,,,
1988,368,,,,,,
1989,368,,,,,,
1990,368,,,,,,
1991,368,,,,,,
1992,368,6,2,2,1,1,2
1993,368,8,2,2,2,2,1
1994,368,8,2,2,2,2,2
1995,368,8,2,2,2,2,2
1996,368,7,2,2,2,1,2
1997,368,7,2,2,2,1,2
1998,368,7,2,2,2,1,2
1999,368,7,2,2,2,1,2
2000,368,7,2,2,2,1,2
2001,368,6,2,2,2,0,2
2002,368,7,2,2,2,1,2
2003,368,7,2,2,2,1,2
2004,368,7,2,2,2,1,2
2005,368,7,2,2,2,1,2
2006,368,7,2,2,2,1,2
2007,368,7,2,2,2,1,2
2008,368,7,2,2,2,1,2
2009,368,7,2,2,2,1,2
2010,368,7,2,2,2,1,2
1981,212,8,2,2,2,2,2
1982,212,8,2,2,2,2,2
1983,212,8,2,2,2,2,2
1984,212,8,2,2,2,2,2
1985,212,8,2,2,2,2,2
1986,212,8,2,2,2,2,2
1987,212,8,2,2,2,2,2
1988,212,8,2,2,2,2,2
1989,212,8,2,2,2,2,2
1990,212,8,2,2,2,2,2
1991,212,8,2,2,2,2,2
1992,212,8,2,2,2,2,2
1993,212,7,2,2,2,1,2
1994,212,8,2,2,2,2,2
1995,212,8,2,2,2,2,2
1996,212,8,2,2,2,2,2
1997,212,8,2,2,2,2,2
1998,212,8,2,2,2,2,2
1999,212,8,2,2,2,2,2
2000,212,8,2,2,2,2,2
2001,212,8,2,2,2,2,2
2002,212,8,2,2,2,2,2
2003,212,8,2,2,2,2,2
2004,212,8,2,2,2,2,2
2005,212,8,2,2,2,2,2
2006,212,8,2,2,2,2,2
2007,212,8,2,2,2,2,2
2008,212,8,2,2,2,2,2
2009,212,8,2,2,2,2,2
2010,212,8,2,2,2,2,2
1981,343,,,,,,
1982,343,,,,,,
1983,343,,,,,,
1984,343,,,,,,
1985,343,,,,,,
1986,343,,,,,,
1987,343,,,,,,
1988,343,,,,,,
1989,343,,,,,,
1990,343,,,,,,
1991,343,,,,,,
1992,343,,,,,,
1993,343,7,2,2,2,1,2
1994,343,7,2,2,2,1,2
1995,343,7,2,2,2,1,2
1996,343,6,2,2,1,1,2
1997,343,6,2,2,1,1,2
1998,343,7,2,2,2,1,2
1999,343,6,2,2,1,1,2
2000,343,7,2,2,2,1,2
2001,343,4,1,1,2,0,2
2002,343,5,2,1,2,0,2
2003,343,6,2,1,2,1,2
2004,343,6,2,2,1,1,2
2005,343,5,2,2,1,0,1
2006,343,5,2,2,1,0,0
2007,343,6,2,2,2,0,1
2008,343,7,2,2,2,1,1
2009,343,7,2,2,2,1,1
2010,343,6,2,2,1,1,0
1981,580,3,2,1,0,0,1
1982,580,6,2,2,1,1,1
1983,580,6,2,2,1,1,2
1984,580,3,2,1,0,0,2
1985,580,5,2,1,1,1,2
1986,580,5,2,1,1,1,2
1987,580,2,2,0,0,0,2
1988,580,4,2,0,1,1,2
1989,580,4,2,1,1,0,2
1990,580,4,2,1,1,0,2
1991,580,2,0,0,1,1,2
1992,580,6,2,1,2,1,2
1993,580,2,1,0,1,0,1
1994,580,4,1,1,1,1,1
1995,580,4,1,1,1,1,1
1996,580,7,2,2,2,1,1
1997,580,7,2,2,2,1,1
1998,580,7,2,2,2,1,1
1999,580,7,2,2,2,1,1
2000,580,7,2,2,2,1,1
2001,580,7,2,2,2,1,1
2002,580,2,1,0,0,1,1
2003,580,5,2,2,0,1,1
2004,580,6,2,2,1,1,1
2005,580,4,2,1,1,0,0
2006,580,5,2,1,1,1,0
2007,580,6,2,1,2,1,0
2008,580,5,2,1,1,1,0
2009,580,3,2,1,0,0,0
2010,580,2,1,1,0,0,0
1981,553,7,2,2,1,2,0
1982,553,5,1,2,1,1,0
1983,553,4,1,1,1,1,0
1984,553,4,0,2,1,1,0
1985,553,5,1,2,1,1,0
1986,553,6,2,2,1,1,0
1987,553,4,2,2,0,0,1
1988,553,4,2,2,0,0,0
1989,553,3,2,1,0,0,0
1990,553,4,1,1,1,1,1
1991,553,6,2,2,1,1,1
1992,553,4,2,2,0,0,1
1993,553,6,2,2,1,1,1
1994,553,6,2,2,1,1,1
1995,553,7,2,2,2,1,1
1996,553,4,2,1,1,0,1
1997,553,4,2,1,1,0,1
1998,553,7,2,2,2,1,1
1999,553,5,2,1,1,1,1
2000,553,7,2,2,2,1,1
2001,553,5,2,1,2,0,1
2002,553,6,2,2,2,0,1
2003,553,3,2,1,0,0,1
2004,553,5,2,1,1,1,1
2005,553,5,2,1,1,1,2
2006,553,4,2,1,1,0,2
2007,553,4,2,1,1,0,2
2008,553,4,2,1,1,0,2
2009,553,5,2,1,1,1,2
2010,553,5,2,1,1,1,2
1981,820,5,1,2,0,2,1
1982,820,6,2,2,0,2,2
1983,820,7,2,2,1,2,2
1984,820,6,2,2,0,2,1
1985,820,6,2,2,0,2,2
1986,820,6,2,2,0,2,2
1987,820,5,2,2,0,1,1
1988,820,5,2,1,1,1,1
1989,820,6,2,2,1,1,2
1990,820,3,1,2,0,0,1
1991,820,5,2,2,0,1,1
1992,820,6,2,2,0,2,1
1993,820,6,2,2,1,1,1
1994,820,5,2,2,1,0,1
1995,820,5,2,2,1,0,1
1996,820,7,2,2,2,1,1
1997,820,5,2,1,1,1,1
1998,820,5,2,1,1,1,1
1999,820,5,2,1,1,1,1
2000,820,2,1,1,0,0,1
2001,820,5,2,1,1,1,1
2002,820,6,2,2,1,1,1
2003,820,5,2,1,1,1,1
2004,820,4,2,1,0,1,1
2005,820,5,2,1,0,2,0
2006,820,4,2,1,0,1,1
2007,820,4,2,1,0,1,0
2008,820,4,2,1,0,1,0
2009,820,5,2,1,1,1,0
2010,820,5,2,1,1,1,0
1981,781,,,,,,1
1982,781,,,,,,1
1983,781,,,,,,1
1984,781,,,,,,1
1985,781,,,,,,1
1986,781,,,,,,1
1987,781,,,,,,1
1988,781,,,,,,1
1989,781,,,,,,1
1990,781,,,,,,0
1991,781,,,,,,1
1992,781,,,,,,1
1993,781,,,,,,1
1994,781,,,,,,1
1995,781,,,,,,1
1996,781,,,,,,1
1997,781,,,,,,1
1998,781,,,,,,0
1999,781,,,,,,1
2000,781,,,,,,1
2001,781,8,2,2,2,2,0
2002,781,,,,,,0
2003,781,6,2,2,1,1,0
2004,781,5,2,2,0,1,0
2005,781,5,2,2,0,1,0
2006,781,5,2,2,0,1,0
2007,781,5,2,1,1,1,0
2008,781,6,2,2,1,1,1
2009,781,6,2,2,1,1,1
2010,781,6,2,2,1,1,2
1981,432,6,2,2,1,1,0
1982,432,6,2,2,1,1,0
1983,432,7,2,2,2,1,0
1984,432,5,2,2,1,0,0
1985,432,7,2,2,2,1,0
1986,432,7,2,2,2,1,0
1987,432,6,2,2,1,1,1
1988,432,6,2,2,1,1,0
1989,432,6,2,2,1,1,0
1990,432,4,2,0,1,1,1
1991,432,0,0,0,0,0,2
1992,432,4,2,0,1,1,2
1993,432,6,2,1,1,2,1
1994,432,4,2,0,1,1,1
1995,432,4,2,1,1,0,1
1996,432,8,2,2,2,2,1
1997,432,7,2,2,1,2,1
1998,432,6,2,2,1,1,1
1999,432,7,2,2,1,2,1
2000,432,6,2,1,2,1,1
2001,432,8,2,2,2,2,1
2002,432,8,2,2,2,2,1
2003,432,7,2,2,2,1,1
2004,432,8,2,2,2,2,1
2005,432,7,2,2,2,1,0
2006,432,6,2,2,1,1,0
2007,432,5,2,1,1,1,1
2008,432,5,2,1,1,1,0
2009,432,5,2,1,1,1,0
2010,432,5,2,1,1,1,0
1981,338,,,,,,2
1982,338,,,,,,2
1983,338,,,,,,2
1984,338,,,,,,1
1985,338,,,,,,1
1986,338,,,,,,2
1987,338,,,,,,1
1988,338,,,,,,2
1989,338,,,,,,2
1990,338,,,,,,2
1991,338,,,,,,2
1992,338,,,,,,2
1993,338,,,,,,2
1994,338,,,,,,2
1995,338,,,,,,2
1996,338,,,,,,2
1997,338,,,,,,2
1998,338,,,,,,2
1999,338,,,,,,2
2000,338,,,,,,2
2001,338,8,2,2,2,2,2
2002,338,,,,,,2
2003,338,8,2,2,2,2,2
2004,338,8,2,2,2,2,2
2005,338,8,2,2,2,2,2
2006,338,8,2,2,2,2,2
2007,338,8,2,2,2,2,2
2008,338,7,2,2,2,1,2
2009,338,7,2,2,1,2,2
2010,338,7,2,2,1,2,2
1981,983,,,,,,
1982,983,,,,,,
1983,983,,,,,,
1984,983,,,,,,
1985,983,,,,,,
1986,983,,,,,,
1987,983,,,,,,2
1988,983,,,,,,2
1989,983,,,,,,2
1990,983,,,,,,2
1991,983,,,,,,2
1992,983,,,,,,2
1993,983,,,,,,2
1994,983,,,,,,2
1995,983,,,,,,1
1996,983,,,,,,1
1997,983,,,,,,1
1998,983,,,,,,1
1999,983,,,,,,1
2000,983,,,,,,2
2001,983,8,2,2,2,2,2
2002,983,,,,,,2
2003,983,8,2,2,2,2,2
2004,983,8,2,2,2,2,2
2005,983,8,2,2,2,2,2
2006,983,8,2,2,2,2,2
2007,983,8,2,2,2,2,2
2008,983,8,2,2,2,2,2
2009,983,8,2,2,2,2,2
2010,983,7,2,2,2,1,2
1981,435,5,2,1,1,1,0
1982,435,7,2,2,1,2,1
1983,435,7,2,2,1,2,1
1984,435,6,2,2,1,1,0
1985,435,7,2,2,2,1,1
1986,435,6,2,2,1,1,1
1987,435,4,2,2,0,0,0
1988,435,5,2,2,0,1,1
1989,435,4,2,1,0,1,1
1990,435,0,0,0,0,0,1
1991,435,0,0,0,0,0,1
1992,435,3,1,1,1,0,1
1993,435,4,2,1,1,0,1
1994,435,5,2,1,1,1,1
1995,435,5,2,1,1,1,1
1996,435,7,2,2,2,1,1
1997,435,5,2,1,1,1,1
1998,435,6,2,1,1,2,1
1999,435,5,2,1,1,1,1
2000,435,6,2,2,1,1,1
2001,435,6,2,2,1,1,1
2002,435,6,2,2,1,1,1
2003,435,4,2,1,0,1,1
2004,435,6,2,2,1,1,1
2005,435,3,2,1,0,0,0
2006,435,6,2,2,1,1,0
2007,435,4,2,1,1,0,1
2008,435,5,2,2,1,0,0
2009,435,5,2,2,1,0,0
2010,435,5,2,2,1,0,0
1981,590,8,2,2,2,2,2
1982,590,8,2,2,2,2,2
1983,590,8,2,2,2,2,2
1984,590,8,2,2,2,2,2
1985,590,8,2,2,2,2,2
1986,590,8,2,2,2,2,2
1987,590,8,2,2,2,2,2
